op_kind	source_path	target_unit	target_layer	target_path	result	note
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/251_ERP_FROZEN_V2_ROOT_NAVIGATION_RULE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/251_ERP_FROZEN_V2_ROOT_NAVIGATION_RULE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/252_ERP_MANAGEMENT_DESIGN_ROADMAP.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/252_ERP_MANAGEMENT_DESIGN_ROADMAP.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/252_ERP_V2_OBJECT_EXISTENCE_RESET_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/252_ERP_V2_OBJECT_EXISTENCE_RESET_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/253_ERP_ANALYTICS_DESIGN_ROADMAP.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/253_ERP_ANALYTICS_DESIGN_ROADMAP.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/253_ERP_V2_RUNTIME_REDISCOVERY_PLAN.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/253_ERP_V2_RUNTIME_REDISCOVERY_PLAN.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/254_ERP_UNCOVERED_DOMAIN_PRIORITY_QUEUE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/254_ERP_UNCOVERED_DOMAIN_PRIORITY_QUEUE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/254_ERP_V2_SETTLEMENT_ARAP_REDISCOVERY_PLAN.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/254_ERP_V2_SETTLEMENT_ARAP_REDISCOVERY_PLAN.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/255_ERP_V2_APPROVAL_REDISCOVERY_PLAN.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/255_ERP_V2_APPROVAL_REDISCOVERY_PLAN.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/256_ERP_V2_RESET_AND_REDISCOVERY_SUMMARY.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/256_ERP_V2_RESET_AND_REDISCOVERY_SUMMARY.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/257_ERP_V2_RUNTIME_ACTUAL_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/257_ERP_V2_RUNTIME_ACTUAL_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/258_ERP_V2_SETTLEMENT_ACTUAL_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/258_ERP_V2_SETTLEMENT_ACTUAL_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/259_ERP_V2_APPROVAL_ACTUAL_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/259_ERP_V2_APPROVAL_ACTUAL_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/260_ERP_V2_ARAP_NAME_GAP_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/260_ERP_V2_ARAP_NAME_GAP_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/261_ERP_V2_ACTUAL_RESULTS_INTERPRETATION.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/261_ERP_V2_ACTUAL_RESULTS_INTERPRETATION.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/262_ERP_V2_NEXT_ACTIONS_AFTER_ACTUAL_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/262_ERP_V2_NEXT_ACTIONS_AFTER_ACTUAL_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/263_ERP_V2_CANDIDATE_SHORTLIST.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/263_ERP_V2_CANDIDATE_SHORTLIST.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/264_ERP_V2_DEFERRED_QUEUE_REVISED.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/264_ERP_V2_DEFERRED_QUEUE_REVISED.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/265_ERP_V2_APPROVAL_AUTHORITY_REVISION_NOTE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/265_ERP_V2_APPROVAL_AUTHORITY_REVISION_NOTE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/266_ERP_V2_RUNTIME_AND_SETTLEMENT_PROMOTION_NOTE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/266_ERP_V2_RUNTIME_AND_SETTLEMENT_PROMOTION_NOTE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/267_ERP_V2_ARAP_REDISCOVERY_QUEUE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/267_ERP_V2_ARAP_REDISCOVERY_QUEUE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/268_ERP_V2_REVISED_PRIORITY_ORDER.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/268_ERP_V2_REVISED_PRIORITY_ORDER.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/269_ERP_V2_ARAP_REDISCOVERY_ACTUAL_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/269_ERP_V2_ARAP_REDISCOVERY_ACTUAL_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/270_ERP_V2_ARAP_CANDIDATE_REFRAMING_NOTE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/270_ERP_V2_ARAP_CANDIDATE_REFRAMING_NOTE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/271_ERP_V2_ARAP_RECEIVABLE_SIDE_WORKING_CANDIDATES.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/271_ERP_V2_ARAP_RECEIVABLE_SIDE_WORKING_CANDIDATES.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/272_ERP_V2_ARAP_PAYABLE_SIDE_WORKING_CANDIDATES.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/272_ERP_V2_ARAP_PAYABLE_SIDE_WORKING_CANDIDATES.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/273_ERP_V2_ARAP_NEXT_DISCOVERY_QUEUE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/273_ERP_V2_ARAP_NEXT_DISCOVERY_QUEUE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/274_ERP_V2_ARAP_REDISCOVERY_SUMMARY.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/274_ERP_V2_ARAP_REDISCOVERY_SUMMARY.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/275_ERP_V2_ARAP_CANDIDATE_HIERARCHY_ACTUAL_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/275_ERP_V2_ARAP_CANDIDATE_HIERARCHY_ACTUAL_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/276_ERP_V2_AR_SIDE_WORKING_JUDGMENT.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/276_ERP_V2_AR_SIDE_WORKING_JUDGMENT.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/277_ERP_V2_AP_SIDE_WORKING_JUDGMENT.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/277_ERP_V2_AP_SIDE_WORKING_JUDGMENT.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/278_ERP_V2_ARAP_REVISED_FREEZE_DIRECTION.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/278_ERP_V2_ARAP_REVISED_FREEZE_DIRECTION.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/279_ERP_V2_NEXT_ACTIONS_AFTER_ARAP_HIERARCHY.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/279_ERP_V2_NEXT_ACTIONS_AFTER_ARAP_HIERARCHY.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/280_ERP_V2_ARAP_ROLE_COMPARISON_ACTUAL_RESULTS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/280_ERP_V2_ARAP_ROLE_COMPARISON_ACTUAL_RESULTS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/281_ERP_V2_AR_SIDE_ROLE_JUDGMENT_REVISED.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/281_ERP_V2_AR_SIDE_ROLE_JUDGMENT_REVISED.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/282_ERP_V2_AP_SIDE_ROLE_JUDGMENT_REVISED.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/282_ERP_V2_AP_SIDE_ROLE_JUDGMENT_REVISED.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/283_ERP_V2_ARAP_PROMOTION_DIRECTION_REVISED.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/283_ERP_V2_ARAP_PROMOTION_DIRECTION_REVISED.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/284_ERP_V2_SHORTLIST_AND_DEFERRED_UPDATE_NOTE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/284_ERP_V2_SHORTLIST_AND_DEFERRED_UPDATE_NOTE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/285_ERP_V2_NEXT_ACTIONS_AFTER_ARAP_ROLE_COMPARE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/285_ERP_V2_NEXT_ACTIONS_AFTER_ARAP_ROLE_COMPARE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/286_ERP_V2_CANDIDATE_SHORTLIST_REVISED_AFTER_ARAP.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/286_ERP_V2_CANDIDATE_SHORTLIST_REVISED_AFTER_ARAP.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/287_ERP_V2_DEFERRED_QUEUE_REVISED_AFTER_ARAP.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/287_ERP_V2_DEFERRED_QUEUE_REVISED_AFTER_ARAP.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/288_ERP_V2_PROJECTION_ONLY_SURFACES_NOTE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/288_ERP_V2_PROJECTION_ONLY_SURFACES_NOTE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/289_ERP_V2_AR_AP_SCOPE_DECISION_QUEUE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/289_ERP_V2_AR_AP_SCOPE_DECISION_QUEUE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/290_ERP_V2_PRIORITY_ORDER_AFTER_ARAP.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/290_ERP_V2_PRIORITY_ORDER_AFTER_ARAP.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/296_ERP_V2_CANDIDATE_SHORTLIST_FINALIZED_PASS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/296_ERP_V2_CANDIDATE_SHORTLIST_FINALIZED_PASS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/297_ERP_V2_DEFERRED_QUEUE_FINALIZED_PASS.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/297_ERP_V2_DEFERRED_QUEUE_FINALIZED_PASS.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/298_ERP_V2_APPROVAL_LAYERED_DECISION_NOTE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/298_ERP_V2_APPROVAL_LAYERED_DECISION_NOTE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/299_ERP_V2_SURFACE_FREEZE_REVIEW_QUEUE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/299_ERP_V2_SURFACE_FREEZE_REVIEW_QUEUE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/502_ERP_V3_BOUNDARY_DEEPER_PASS_CURRENT_STATE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/502_ERP_V3_BOUNDARY_DEEPER_PASS_CURRENT_STATE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/504_ERP_V3_BUSINESS_TO_AUDIT_LINKED_OBJECT_MATRIX.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/504_ERP_V3_BUSINESS_TO_AUDIT_LINKED_OBJECT_MATRIX.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/505_ERP_V3_MANAGEMENT_TO_AUDIT_LINKED_OBJECT_MATRIX.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/505_ERP_V3_MANAGEMENT_TO_AUDIT_LINKED_OBJECT_MATRIX.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/506_ERP_V3_RULE_CONTROL_TRUTH_VS_AUDIT_TRUTH_DEEPER.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/506_ERP_V3_RULE_CONTROL_TRUTH_VS_AUDIT_TRUTH_DEEPER.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/507_ERP_V3_HANDOFF_AND_RECONCILIATION_BOUNDARY_RULES.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/507_ERP_V3_HANDOFF_AND_RECONCILIATION_BOUNDARY_RULES.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/508_ERP_V3_BOUNDARY_DEEPER_PASS_SUMMARY.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/508_ERP_V3_BOUNDARY_DEEPER_PASS_SUMMARY.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/509_ERP_V3_BOUNDARY_DEEPER_PASS_ROOT_PATCH.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/509_ERP_V3_BOUNDARY_DEEPER_PASS_ROOT_PATCH.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/510_DESIGN_MASTER_INDEX_V3_BOUNDARY_DEEPER_PASS_PATCH.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/510_DESIGN_MASTER_INDEX_V3_BOUNDARY_DEEPER_PASS_PATCH.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/511_ERP_SYSTEM_MASTER_INDEX_V3_BOUNDARY_DEEPER_PASS_PATCH.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/511_ERP_SYSTEM_MASTER_INDEX_V3_BOUNDARY_DEEPER_PASS_PATCH.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/512_ERP_V3_BOUNDARY_DEEPER_PASS_ROOT_NAVIGATION_RULE.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/512_ERP_V3_BOUNDARY_DEEPER_PASS_ROOT_NAVIGATION_RULE.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/DESIGN_MASTER_INDEX.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/DESIGN_MASTER_INDEX.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/ERP_DESIGN_BIBLE_FULL.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/ERP_DESIGN_BIBLE_FULL.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/ERP_SYSTEM_MASTER_INDEX.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/ERP_SYSTEM_MASTER_INDEX.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/INDEX__20260422_192233.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/INDEX__20260422_192233.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/020.architecture/OVERVIEW__20260422_192233.md	30.accounting	020.architecture	/data/data/com.termux/files/home/02.ERP-system/30.accounting/020.architecture/OVERVIEW__20260422_192233.md	redistributed	copied to module layer and archived source from foundation
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/080.policy/020_ERP_FOLDER_BOUNDARY_AND_TRANSITION_RULE.md	30.accounting	080.policy	/data/data/com.termux/files/home/02.ERP-system/30.accounting/080.policy/020_ERP_FOLDER_BOUNDARY_AND_TRANSITION_RULE.md	redistributed	copied to module layer and archived source from foundation
left_in_foundation	/data/data/com.termux/files/home/02.ERP-system/00.foundation/080.policy/040_ERP_DESIGN_CIVILIZATIONOS_STRUCTURE_AND_DISTRIBUTION_RULE.md	-	080.policy	-	kept	not classified to priority module
redistribute	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/913.module-redistribution-archive/20260422_202743/120.implementation/032_ERP_UNNUMBERED_TO_NUMBERED_TRANSITION_SUMMARY.txt	30.accounting	120.implementation	/data/data/com.termux/files/home/02.ERP-system/30.accounting/120.implementation/032_ERP_UNNUMBERED_TO_NUMBERED_TRANSITION_SUMMARY.txt	redistributed	copied to module layer and archived source from foundation
empty_dir_archive	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/910.transition-inbox/legacy-root-dirs	-	-	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_202743/empty-transition-holders/00.foundation/900.meta/910.transition-inbox/legacy-root-dirs	archived	archived empty unnecessary folder
empty_dir_archive	/data/data/com.termux/files/home/02.ERP-system/00.foundation/900.meta/910.transition-inbox/legacy-root-files	-	-	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_202743/empty-transition-holders/00.foundation/900.meta/910.transition-inbox/legacy-root-files	archived	archived empty unnecessary folder
empty_dir_archive	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta/910.transition-inbox/legacy-root-dirs	-	-	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_202743/empty-transition-holders/01.sales/900.meta/910.transition-inbox/legacy-root-dirs	archived	archived empty unnecessary folder
empty_dir_archive	/data/data/com.termux/files/home/02.ERP-system/01.sales/900.meta/910.transition-inbox/legacy-root-files	-	-	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_202743/empty-transition-holders/01.sales/900.meta/910.transition-inbox/legacy-root-files	archived	archived empty unnecessary folder
empty_dir_archive	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta/910.transition-inbox/legacy-root-dirs	-	-	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_202743/empty-transition-holders/02.sfa/900.meta/910.transition-inbox/legacy-root-dirs	archived	archived empty unnecessary folder
empty_dir_archive	/data/data/com.termux/files/home/02.ERP-system/02.sfa/900.meta/910.transition-inbox/legacy-root-files	-	-	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_202743/empty-transition-holders/02.sfa/900.meta/910.transition-inbox/legacy-root-files	archived	archived empty unnecessary folder
empty_dir_archive	/data/data/com.termux/files/home/02.ERP-system/03.crm/900.meta/910.transition-inbox/legacy-root-dirs	-	-	/data/data/com.termux/files/home/02.ERP-system/99.archive/20260422_202743/empty-transition-holders/03.crm/900.meta/910.transition-inbox/legacy-root-dirs	archived	archived empty unnecessary folder
